Experiment 1,Experiment 2,Metric,Median difference,Statistic,P-value,Interpretation
Baseline,MLCV,Recall,0.00010066403909481103,37.5,0.906293509044724,Not Significant
Baseline,MLCV,F1,0.00028273448974580617,32.5,0.6101201547975077,Not Significant
Baseline,MLCV,Precision,6.397903912991332e-05,32.5,0.6101201547975077,Not Significant
RUS_0,RUS_1,Recall,0.0004384967517662708,31.5,0.5562984612747348,Not Significant
RUS_0,RUS_1,F1,0.0003663779940422107,31.5,0.5562984612747348,Not Significant
RUS_0,RUS_1,Precision,7.751937984490365e-05,31.5,0.5562984612747348,Not Significant
TomekLinks_0,TomekLinks_1,Recall,0.0,31.5,0.5561465266861163,Not Significant
TomekLinks_0,TomekLinks_1,F1,0.0003102626246133666,38.5,0.9687124153929956,Not Significant
TomekLinks_0,TomekLinks_1,Precision,-3.6913990402176466e-06,30.5,0.5049031767231309,Not Significant
ENN_0,ENN_1,Recall,0.0017961123843476257,27.5,0.36698557185492453,Not Significant
ENN_0,ENN_1,F1,0.00044732874249964194,24.5,0.2553403615339004,Not Significant
ENN_0,ENN_1,Precision,0.00033932793418961493,34.5,0.7240816609153895,Not Significant
NearMiss_0,NearMiss_1,Recall,0.000827603768780133,38.5,0.9687124153929956,Not Significant
NearMiss_0,NearMiss_1,F1,0.0008442327750033951,36.5,0.84451926747294,Not Significant
NearMiss_0,NearMiss_1,Precision,0.00031214563368492376,34.5,0.7240816609153895,Not Significant
AllKNN_0,AllKNN_1,Recall,0.001678876678876673,22.5,0.1955388591039955,Not Significant
AllKNN_0,AllKNN_1,F1,0.00013919975015191932,31.5,0.5562984612747348,Not Significant
AllKNN_0,AllKNN_1,Precision,-0.0001644767693534943,32.5,0.6101201547975077,Not Significant
IHT_0,IHT_1,Recall,-9.42737622100509e-06,37.5,0.9063293908364868,Not Significant
IHT_0,IHT_1,F1,6.614860441483961e-05,37.5,0.9063293908364868,Not Significant
IHT_0,IHT_1,Precision,0.00019596678543987167,36.5,0.84451926747294,Not Significant
CNN_0,CNN_1,Recall,0.0009926391945346835,21.5,0.16964628276286098,Not Significant
CNN_0,CNN_1,F1,0.0007525242062567106,30.5,0.5049031767231309,Not Significant
CNN_0,CNN_1,Precision,7.990405161228953e-05,33.5,0.6660165023369173,Not Significant
NCR_0,NCR_1,Recall,0.0025396825396825987,17.5,0.09168053014599106,Not Significant
NCR_0,NCR_1,F1,0.0002590794753633552,27.5,0.36698557185492453,Not Significant
NCR_0,NCR_1,Precision,-3.6913990402176466e-06,36.5,0.84451926747294,Not Significant
Reen_0,Reen_1,Recall,0.0003968253968253954,29.5,0.4561258517135216,Not Significant
Reen_0,Reen_1,F1,0.00029968199882379754,29.5,0.4561258517135216,Not Significant
Reen_0,Reen_1,Precision,0.0004156450037522963,20.5,0.14670764206619935,Not Significant
OSS_0,OSS_1,Recall,-0.00031746031746038295,30.5,0.5049031767231309,Not Significant
OSS_0,OSS_1,F1,0.00011656516825298002,36.5,0.84451926747294,Not Significant
OSS_0,OSS_1,Precision,-0.0015554892733196102,21.5,0.16981050508552142,Not Significant
CC_0,CC_1,Recall,0.0003968253968252844,34.5,0.7240816609153895,Not Significant
CC_0,CC_1,F1,0.0002792345854003009,37.5,0.9063293908364868,Not Significant
CC_0,CC_1,Precision,-0.00011325995990774107,33.5,0.6661372044883171,Not Significant
ROS_0,ROS_1,Recall,0.0016574381690658835,22.5,0.1955388591039955,Not Significant
ROS_0,ROS_1,F1,0.00067950542961559,22.5,0.1955388591039955,Not Significant
ROS_0,ROS_1,Precision,-0.00015688445920997163,33.5,0.6661372044883171,Not Significant
SMOTE_0,SMOTE_1,Recall,0.0007756559310015954,27.5,0.36698557185492453,Not Significant
SMOTE_0,SMOTE_1,F1,0.0007871715558609993,30.5,0.5049031767231309,Not Significant
SMOTE_0,SMOTE_1,Precision,7.751937984501467e-05,38.5,0.9687124153929956,Not Significant
BSMOTE_0,BSMOTE_1,Recall,0.0006476336841697017,24.5,0.2553403615339004,Not Significant
BSMOTE_0,BSMOTE_1,F1,0.0002372599102836992,25.5,0.2895874244268877,Not Significant
BSMOTE_0,BSMOTE_1,Precision,4.277280864550814e-05,33.5,0.6661372044883171,Not Significant
SVM_0,SVM_1,Recall,-0.00020139679084413276,34.5,0.7240816609153895,Not Significant
SVM_0,SVM_1,F1,-0.0005321768553907813,22.5,0.1955388591039955,Not Significant
SVM_0,SVM_1,Precision,-0.0006602546804578835,24.5,0.25515751134134046,Not Significant
SMOTENN_0,SMOTENN_1,Recall,0.0015544402510092037,11.5,0.030919460197507687,MLCV Significantly Better
SMOTENN_0,SMOTENN_1,F1,0.0006291388451029056,26.5,0.326799567668966,Not Significant
SMOTENN_0,SMOTENN_1,Precision,-0.00010172586358811464,33.5,0.6661372044883171,Not Significant
SMOTETomek_0,SMOTETomek_1,Recall,0.0010629160551239858,29.5,0.4561258517135216,Not Significant
SMOTETomek_0,SMOTETomek_1,F1,0.0011144995209868558,31.5,0.5562984612747348,Not Significant
SMOTETomek_0,SMOTETomek_1,Precision,7.751937984501467e-05,38.5,0.9687124153929956,Not Significant
