Experiment 1,Experiment 2,Metric,Mean 1,Mean 2,Std 1,Std 2
Baseline,MLCV,Recall,0.5045343984836338,0.5041608156473227,0.344144555055911,0.34509325393012835
Baseline,MLCV,F1,0.5499676997941376,0.5495514256307309,0.3268998591834577,0.3270696350708288
Baseline,MLCV,Precision,0.6717914326788268,0.6732822863277658,0.3174358250778081,0.31391755537997207
RUS_0,RUS_1,Recall,0.6933008329464379,0.6953807520991804,0.17476540280840716,0.17244100618841568
RUS_0,RUS_1,F1,0.603308916455418,0.6059654346986756,0.22973288597075053,0.22855211243006493
RUS_0,RUS_1,Precision,0.5711865695115423,0.5737529511385641,0.27455944304245083,0.27375613309473107
TomekLinks_0,TomekLinks_1,Recall,0.5356082516960777,0.535684187334274,0.3313920150746664,0.33100018147125504
TomekLinks_0,TomekLinks_1,F1,0.5685513920536561,0.5688920390159083,0.3146287718287662,0.3138260370944367
TomekLinks_0,TomekLinks_1,Precision,0.6663709424036844,0.6683771811035554,0.31203202365871924,0.30818375629179184
ENN_0,ENN_1,Recall,0.6585381304123268,0.6616061789994041,0.2784843357148139,0.2766655061666418
ENN_0,ENN_1,F1,0.6148753555825908,0.6160320635131343,0.27559974135580023,0.274253348984706
ENN_0,ENN_1,Precision,0.6192663765514147,0.6201736750293404,0.2916857354574025,0.29149493403241594
NearMiss_0,NearMiss_1,Recall,0.6668548290290816,0.6669698571090393,0.1629772872621229,0.16332393213977803
NearMiss_0,NearMiss_1,F1,0.5895246592761453,0.5913284005976246,0.2480030586983303,0.2475525131604466
NearMiss_0,NearMiss_1,Precision,0.5803816289588278,0.582051579383722,0.3123370542462691,0.31146403794546856
AllKNN_0,AllKNN_1,Recall,0.6815422595509428,0.687208255046858,0.2554320855569832,0.2495735738135412
AllKNN_0,AllKNN_1,F1,0.6202765259941404,0.6242115984460481,0.26552047595629324,0.2616512220725037
AllKNN_0,AllKNN_1,Precision,0.6128158194478859,0.6172488179664394,0.28825092661852175,0.28713457073006626
IHT_0,IHT_1,Recall,0.7082326343959636,0.7147660404647773,0.22791780758510496,0.22035885561374097
IHT_0,IHT_1,F1,0.6370160985000272,0.639841583862917,0.25001200086586356,0.2472445610981565
IHT_0,IHT_1,Precision,0.6387036305477208,0.640108246758957,0.2891137730903115,0.2881719900863895
CNN_0,CNN_1,Recall,0.6833749910677634,0.6853677881755887,0.2684979045948243,0.2684077182089798
CNN_0,CNN_1,F1,0.5880266436472292,0.5901704647208419,0.26084516593803014,0.261415277606121
CNN_0,CNN_1,Precision,0.5368020961315425,0.5375986046131979,0.26934809642467694,0.270659971839182
NCR_0,NCR_1,Recall,0.6466597467839218,0.6510178106600878,0.2823082737091552,0.2802105640945094
NCR_0,NCR_1,F1,0.6139086475070054,0.6159529031313536,0.2796804675534728,0.2778036452617401
NCR_0,NCR_1,Precision,0.6220902945948015,0.620108991860893,0.29539329072756243,0.29185466430563656
Reen_0,Reen_1,Recall,0.7146391036515151,0.7205610097501621,0.22713734082720058,0.2240238906671724
Reen_0,Reen_1,F1,0.6247409210687431,0.6268160669340975,0.25649168349796825,0.2551769207381038
Reen_0,Reen_1,Precision,0.5959297558045892,0.5967026910434318,0.28364030590313327,0.28438423941072616
OSS_0,OSS_1,Recall,0.5420015893729364,0.5402936500280797,0.3278269846599319,0.3255493799107705
OSS_0,OSS_1,F1,0.5718262096854768,0.5721198342308238,0.31143336120734544,0.3097597525836627
OSS_0,OSS_1,Precision,0.6573564189109629,0.6639894838150465,0.30701988459845203,0.30607999463512775
CC_0,CC_1,Recall,0.685459672819095,0.6929195765734709,0.19567486972014336,0.1894861807642406
CC_0,CC_1,F1,0.6169494770926017,0.6208671009813819,0.24390299067658963,0.23938791618329158
CC_0,CC_1,Precision,0.599154571866547,0.6010936917387101,0.2865461075029867,0.28332056121782734
ROS_0,ROS_1,Recall,0.6878465939028442,0.6908194558329784,0.20870312376563901,0.20817886779131858
ROS_0,ROS_1,F1,0.634887808323391,0.6368026672049829,0.2563469820362232,0.25636398685824174
ROS_0,ROS_1,Precision,0.6095915156985499,0.6102693422469984,0.28665351098438785,0.28698474776792726
SMOTE_0,SMOTE_1,Recall,0.6916291646903515,0.6965577793727342,0.19398206482396912,0.18986315422176533
SMOTE_0,SMOTE_1,F1,0.6411459952591658,0.6428233706769361,0.2489244595809767,0.24636797491489415
SMOTE_0,SMOTE_1,Precision,0.6222696451262393,0.6214899888706499,0.2860031177806199,0.28436791397493044
BSMOTE_0,BSMOTE_1,Recall,0.7022971985148744,0.7065129322467475,0.2067398593248636,0.20424672645614894
BSMOTE_0,BSMOTE_1,F1,0.6436954869566047,0.6453596878266542,0.2502833432740649,0.24818072880893208
BSMOTE_0,BSMOTE_1,Precision,0.6131125517629458,0.6121656542248187,0.27698213649257825,0.2751953922443525
SVM_0,SVM_1,Recall,0.6502185597149666,0.6559492356185149,0.24747593037646726,0.24506502082226522
SVM_0,SVM_1,F1,0.6323211902208269,0.6352825233936316,0.2635909595478766,0.26222534053046576
SVM_0,SVM_1,Precision,0.6310909630054554,0.6301885392401049,0.2793281270544676,0.27839262219149447
SMOTENN_0,SMOTENN_1,Recall,0.7298190857701065,0.7386457382090681,0.16153362863563142,0.15211486176169173
SMOTENN_0,SMOTENN_1,F1,0.6347471797954306,0.6368921622074618,0.2388664719066829,0.23500866715754085
SMOTENN_0,SMOTENN_1,Precision,0.6049179663575731,0.60436137504599,0.2886126022666905,0.2877271531102057
SMOTETomek_0,SMOTETomek_1,Recall,0.6926275320064539,0.6971243444719571,0.193426667584941,0.189970919797031
SMOTETomek_0,SMOTETomek_1,F1,0.6420853041579685,0.6434986557703456,0.24895898604262537,0.24672603122977663
SMOTETomek_0,SMOTETomek_1,Precision,0.6234832010678567,0.6223583614969929,0.286494141486198,0.28498556619284304
