Dataset,Experiment,Mean_Recall,Std_Recall,Mean_F1,Std_F1,Mean_Precision,Std_Precision
Pima,OSS_1,0.5161538461538461,0.013076923076923106,0.5590925712209569,0.010197793721414114,0.6228260576569401,0.011999878602880683
Pima,CC_0,0.7099999999999997,0.012740777691081904,0.6216481986146174,0.011384101252754606,0.5593436042868605,0.01321489924883887
Pima,CC_1,0.7071794871794869,0.01707777005676585,0.6198136989831929,0.013480736636940691,0.5573604875902629,0.013329642693899094
Pima,ROS_0,0.77,0.016420269381113205,0.6442960471917287,0.010287932353163137,0.5594371817785769,0.009877471289180595
Pima,ROS_1,0.7674358974358974,0.014278621325462433,0.6418761823545832,0.010016388840245142,0.5555291947854373,0.008714168720060278
Pima,SMOTE_0,0.7789743589743592,0.014720718045545983,0.646002787718663,0.008859299924386476,0.5569164044853706,0.008911058114917094
Pima,SMOTE_1,0.7753846153846157,0.013959648809042272,0.6429902491946687,0.009455793640059945,0.5529038407394344,0.009297744983759206
Pima,BSMOTE_0,0.8041025641025643,0.012983578360176572,0.6523181321651239,0.00810118951641092,0.5534065066878501,0.010281253164229528
Pima,BSMOTE_1,0.8002564102564105,0.015446456904440022,0.6488996736685074,0.009310172228909631,0.5491421338745608,0.008636984237287914
Pima,SVM_0,0.7623076923076922,0.016055868927644386,0.6422384840511313,0.009411671053825807,0.5604066160575986,0.008035284113577562
Pima,SVM_1,0.7564102564102563,0.015554616295490391,0.6390329881463995,0.0095621184746781,0.5574831447150737,0.0091082437283765
Pima,SMOTEENN_0,0.8228205128205128,0.028815082981523497,0.6307656543687236,0.009020935873651754,0.5163638856325822,0.014625232884905932
Pima,SMOTEENN_1,0.8230769230769232,0.02759241241500431,0.6306674642339546,0.010731498264122959,0.5154067807641673,0.015795825608260584
Pima,SMOTETomek_0,0.7758974358974361,0.016346028154368444,0.643311706547559,0.00927317742842282,0.5544517050476433,0.008607933551715675
Pima,SMOTETomek_1,0.7746153846153849,0.015783295791294765,0.6424283808269673,0.010130317531887456,0.5524713175093106,0.009754034109747324
Thoracic,Baseline,0.0,0.0,0.0,0.0,0.0,0.0
