Dataset,Experiment,Iteration,Recall,F1,Precision,Mean_Recall,Std_Recall,Mean_F1,Std_F1,Mean_Precision,Std_Precision
BCWDD,Baseline,0,0.9339826839826839,0.94556153054735,0.9592104272539055
BCWDD,Baseline,1,0.9385281385281387,0.9473988405241951,0.9592338306239908
BCWDD,Baseline,2,0.9346320346320345,0.9476365296643232,0.9633606248823641
BCWDD,Baseline,3,0.9435064935064936,0.9518032434771246,0.963579898362507
BCWDD,Baseline,4,0.938961038961039,0.9522029794746754,0.9681037078863166
BCWDD,Baseline,5,0.9335497835497837,0.9441422393401482,0.9575256322624744
BCWDD,Baseline,6,0.9385281385281384,0.9514838467135689,0.9666390614216702
BCWDD,Baseline,7,0.9391774891774892,0.9502857917933506,0.9644761904761905
BCWDD,Baseline,8,0.9151515151515153,0.9337547028704446,0.9573631047315259
BCWDD,Baseline,9,0.9432900432900434,0.9518219377521703,0.962881016771177
BCWDD,Baseline,10,0.9435064935064934,0.9544197464475399,0.9674264713166316
BCWDD,Baseline,11,0.9383116883116884,0.9486906246208573,0.9616432385311103
BCWDD,Baseline,12,0.9383116883116882,0.9467484340201299,0.9569252181837994
BCWDD,Baseline,13,0.9387445887445887,0.9498475262683999,0.9640127987954076
BCWDD,Baseline,14,0.9432900432900434,0.9542709512079902,0.9671152518978605
BCWDD,Baseline,15,0.9285714285714286,0.9430835021787749,0.9647937779230686
BCWDD,Baseline,16,0.9242424242424242,0.9441021173948003,0.9661904761904762
BCWDD,Baseline,17,0.9385281385281384,0.9474224121501488,0.9587963485789572
BCWDD,Baseline,18,0.9391774891774892,0.9451317362916909,0.9542104272539055
BCWDD,Baseline,19,0.9292207792207792,0.9505941615876832,0.9752864782276547
BCWDD,Baseline,20,0.9391774891774892,0.9499017441246597,0.9623160173160172
BCWDD,Baseline,21,0.9391774891774892,0.9514575124450637,0.9676429215330817
BCWDD,Baseline,22,0.924891774891775,0.944454933419766,0.9668614718614718
BCWDD,Baseline,23,0.9246753246753248,0.9404391404767939,0.9596675780359991
BCWDD,Baseline,24,0.9296536796536797,0.9434258884117079,0.9601190476190476
BCWDD,Baseline,25,0.9335497835497837,0.9471189162510776,0.9620779220779221
BCWDD,Baseline,26,0.9292207792207792,0.9448757529103531,0.9624264713166315
BCWDD,Baseline,27,0.9337662337662337,0.9446414831780686,0.9578467908902691
BCWDD,Baseline,28,0.9339826839826841,0.9495371913346464,0.9673809523809525
BCWDD,Baseline,29,0.9294372294372295,0.9473589390378955,0.9666666666666666
BCWDD,RUS_0,0,0.9527131782945737,0.9401880071446366,0.928979080304637
BCWDD,RUS_0,1,0.9621262458471762,0.9448264561234225,0.9298690392295044
