Experiment 1,Experiment 2,Metric,Median difference,Statistic,P-value,Interpretation
Baseline,MLCV,Recall,-0.0006712962962963503,25.5,0.28940186128033996,Not Significant
Baseline,MLCV,F1,0.0,36.5,0.8444601962923157,Not Significant
Baseline,MLCV,Precision,0.00011239815032271228,34.5,0.7239798175163299,Not Significant
RUS_0,RUS_1,Recall,0.0004689754689755632,33.5,0.6661372044883171,Not Significant
RUS_0,RUS_1,F1,0.0005016850866669809,37.5,0.9063293908364868,Not Significant
RUS_0,RUS_1,Precision,7.575757575761788e-05,28.5,0.4101169916790808,Not Significant
TomekLinks_0,TomekLinks_1,Recall,-0.00043831168831179323,22.5,0.1955388591039955,Not Significant
TomekLinks_0,TomekLinks_1,F1,-0.0010685573105556623,15.5,0.06525725678295907,Not Significant
TomekLinks_0,TomekLinks_1,Precision,-0.0019012762048752907,17.5,0.09168053014599106,Not Significant
ENN_0,ENN_1,Recall,0.0010059941376018289,30.5,0.5049031767231309,Not Significant
ENN_0,ENN_1,F1,0.0003773457876346531,28.5,0.4101169916790808,Not Significant
ENN_0,ENN_1,Precision,-0.00015271584235221347,34.5,0.7240816609153895,Not Significant
NearMiss_0,NearMiss_1,Recall,-0.001830573141905989,13.5,0.04537575323608075,CV Significantly Better
NearMiss_0,NearMiss_1,F1,-0.00060683535585071,23.5,0.22401538408861243,Not Significant
NearMiss_0,NearMiss_1,Precision,0.00022727272727279813,36.5,0.84451926747294,Not Significant
AllKNN_0,AllKNN_1,Recall,0.00027405692705551044,38.5,0.9687124153929956,Not Significant
AllKNN_0,AllKNN_1,F1,0.0006191951716023048,27.5,0.36698557185492453,Not Significant
AllKNN_0,AllKNN_1,Precision,0.00023338961024887972,24.5,0.2553403615339004,Not Significant
IHT_0,IHT_1,Recall,-0.0020833333333334925,30.5,0.5049031767231309,Not Significant
IHT_0,IHT_1,F1,-0.00011967788637551324,33.5,0.6661372044883171,Not Significant
IHT_0,IHT_1,Precision,7.575757575761788e-05,36.5,0.84451926747294,Not Significant
CNN_0,CNN_1,Recall,-0.001283882783882917,20.5,0.14670764206619935,Not Significant
CNN_0,CNN_1,F1,-0.00189830222391707,10.5,0.025369859822053694,CV Significantly Better
CNN_0,CNN_1,Precision,-0.0016393299872861644,17.5,0.09155570817720989,Not Significant
NCR_0,NCR_1,Recall,0.0005555555555555539,17.5,0.09168053014599106,Not Significant
NCR_0,NCR_1,F1,0.0003405023927098641,36.5,0.84451926747294,Not Significant
NCR_0,NCR_1,Precision,-0.0002862329609638059,27.5,0.36698557185492453,Not Significant
Reen_0,Reen_1,Recall,0.0003651217098505355,29.5,0.4561258517135216,Not Significant
Reen_0,Reen_1,F1,0.0002621226341711913,27.5,0.36698557185492453,Not Significant
Reen_0,Reen_1,Precision,0.0004330115860067263,26.5,0.326799567668966,Not Significant
OSS_0,OSS_1,Recall,-0.0002977716727715599,27.5,0.36698557185492453,Not Significant
OSS_0,OSS_1,F1,0.00012091633501093435,32.5,0.6101201547975077,Not Significant
OSS_0,OSS_1,Precision,-0.0025013736048951907,10.5,0.025369859822053694,CV Significantly Better
CC_0,CC_1,Recall,0.0028703703703703842,16.5,0.07755616674366551,Not Significant
CC_0,CC_1,F1,0.0012753898055117285,18.5,0.10780182537536617,Not Significant
CC_0,CC_1,Precision,0.0006072922844865269,28.5,0.4101169916790808,Not Significant
ROS_0,ROS_1,Recall,0.0003238795518204496,15.5,0.06525725678295907,Not Significant
ROS_0,ROS_1,F1,0.000645447065091953,16.5,0.07755616674366551,Not Significant
ROS_0,ROS_1,Precision,5.439774861970559e-05,27.5,0.36698557185492453,Not Significant
SMOTE_0,SMOTE_1,Recall,0.0006532356532353845,26.5,0.326799567668966,Not Significant
SMOTE_0,SMOTE_1,F1,0.00048657339559388113,20.5,0.14670764206619935,Not Significant
SMOTE_0,SMOTE_1,Precision,0.0007351498960756486,20.5,0.1465522456885206,Not Significant
BSMOTE_0,BSMOTE_1,Recall,0.00023809523809537048,30.5,0.5049031767231309,Not Significant
BSMOTE_0,BSMOTE_1,F1,0.00024991237374377695,29.5,0.4561258517135216,Not Significant
BSMOTE_0,BSMOTE_1,Precision,0.0004895382395382897,22.5,0.1955388591039955,Not Significant
SVM_0,SVM_1,Recall,0.00039682539682550644,37.5,0.9063293908364868,Not Significant
SVM_0,SVM_1,F1,0.0002093495934959999,36.5,0.84451926747294,Not Significant
SVM_0,SVM_1,Precision,-0.0007855385355382549,21.5,0.16964628276286098,Not Significant
SMOTENN_0,SMOTENN_1,Recall,7.111176980739708e-05,30.5,0.5049031767231309,Not Significant
SMOTENN_0,SMOTENN_1,F1,-0.00024390243902439046,35.5,0.7836523115344085,Not Significant
SMOTENN_0,SMOTENN_1,Precision,-0.00029328455893185,32.5,0.6099826797058603,Not Significant
SMOTETomek_0,SMOTETomek_1,Recall,0.0006818181818180613,20.5,0.14670764206619935,Not Significant
SMOTETomek_0,SMOTETomek_1,F1,0.00020731707317067638,29.5,0.4561258517135216,Not Significant
SMOTETomek_0,SMOTETomek_1,Precision,0.0,31.5,0.5561465266861163,Not Significant
