Experiment 1,Experiment 2,Metric,Median difference,Statistic,P-value,Interpretation
Baseline,MLCV,Recall,0.0,36.0,0.8098821393944335,Not Significant
Baseline,MLCV,F1,0.0,25.0,0.26156589850111656,Not Significant
Baseline,MLCV,Precision,0.0,34.0,0.6884470192363399,Not Significant
RUS_0,RUS_1,Recall,-0.0005377445957157057,33.5,0.6661372044883171,Not Significant
RUS_0,RUS_1,F1,-0.0008223486194835761,14.5,0.054613543950689084,Not Significant
RUS_0,RUS_1,Precision,-0.0010298528714283162,18.5,0.10766638372497757,Not Significant
TomekLinks_0,TomekLinks_1,Recall,0.0,35.5,0.7807552338037507,Not Significant
TomekLinks_0,TomekLinks_1,F1,0.0,28.5,0.4037149432334194,Not Significant
TomekLinks_0,TomekLinks_1,Precision,0.0,37.5,0.905048445217947,Not Significant
ENN_0,ENN_1,Recall,0.0,33.0,0.6365702710137531,Not Significant
ENN_0,ENN_1,F1,0.0,31.0,0.5286949867577488,Not Significant
ENN_0,ENN_1,Precision,0.0,24.0,0.2375038818408286,Not Significant
NearMiss_0,NearMiss_1,Recall,-0.0008618796662276385,18.5,0.10780182537536617,Not Significant
NearMiss_0,NearMiss_1,F1,-0.00032175932372538463,21.5,0.16981050508552142,Not Significant
NearMiss_0,NearMiss_1,Precision,7.987259621650145e-05,37.5,0.9063293908364868,Not Significant
AllKNN_0,AllKNN_1,Recall,0.0003641900734923098,14.5,0.05452053182433359,Not Significant
AllKNN_0,AllKNN_1,F1,0.001243341735951753,15.5,0.06515383596058255,Not Significant
AllKNN_0,AllKNN_1,Precision,0.00015649452269178576,38.5,0.9687003809366239,Not Significant
IHT_0,IHT_1,Recall,0.0,33.5,0.6660165023369173,Not Significant
IHT_0,IHT_1,F1,0.00015762884503245367,22.5,0.19536693789564952,Not Significant
IHT_0,IHT_1,Precision,0.0001634070136589949,23.5,0.22383716469226866,Not Significant
CNN_0,CNN_1,Recall,0.0,39.0,1.0,Not Significant
CNN_0,CNN_1,F1,-0.0001891484722459924,27.0,0.3457785861511603,Not Significant
CNN_0,CNN_1,Precision,0.0,26.0,0.30707611289773684,Not Significant
NCR_0,NCR_1,Recall,0.0010317460317461613,16.0,0.07010243528785379,Not Significant
NCR_0,NCR_1,F1,8.051529790681355e-05,23.0,0.2076698061244543,Not Significant
NCR_0,NCR_1,Precision,0.0,32.5,0.6073427995111216,Not Significant
Reen_0,Reen_1,Recall,0.0003519560735318339,16.5,0.07744208512638942,Not Significant
Reen_0,Reen_1,F1,0.00011934947878877722,38.5,0.9687003809366239,Not Significant
Reen_0,Reen_1,Precision,-0.0020776242421028657,17.5,0.09155570817720989,Not Significant
OSS_0,OSS_1,Recall,0.0,20.5,0.14123727265288805,Not Significant
OSS_0,OSS_1,F1,0.0,37.5,0.905048445217947,Not Significant
OSS_0,OSS_1,Precision,0.0,37.5,0.905048445217947,Not Significant
CC_0,CC_1,Recall,-0.003839319117096951,17.5,0.09168053014599106,Not Significant
CC_0,CC_1,F1,0.0002772117344644609,33.5,0.6661372044883171,Not Significant
CC_0,CC_1,Precision,0.0004447955008808069,30.5,0.5047392591799146,Not Significant
ROS_0,ROS_1,Recall,-0.0017666979876284072,26.5,0.326799567668966,Not Significant
ROS_0,ROS_1,F1,-0.0014878145372649587,23.5,0.22401538408861243,Not Significant
ROS_0,ROS_1,Precision,7.274836820281294e-05,35.5,0.7835711252143678,Not Significant
SMOTE_0,SMOTE_1,Recall,0.0005471380471379628,35.5,0.7836523115344085,Not Significant
SMOTE_0,SMOTE_1,F1,9.604290675957472e-05,36.5,0.84451926747294,Not Significant
SMOTE_0,SMOTE_1,Precision,6.751532226717538e-05,36.5,0.8444601962923157,Not Significant
BSMOTE_0,BSMOTE_1,Recall,-0.0010457679800769948,32.5,0.6101201547975077,Not Significant
BSMOTE_0,BSMOTE_1,F1,7.936912881051361e-05,37.5,0.9063293908364868,Not Significant
BSMOTE_0,BSMOTE_1,Precision,0.00016243770670337776,35.5,0.7836523115344085,Not Significant
SVM_0,SVM_1,Recall,-0.0018741743389632526,22.5,0.1955388591039955,Not Significant
SVM_0,SVM_1,F1,3.475480485237714e-06,34.5,0.7240816609153895,Not Significant
SVM_0,SVM_1,Precision,0.00014085180618267357,35.5,0.7835711252143678,Not Significant
SMOTENN_0,SMOTENN_1,Recall,0.0014046259698433095,14.5,0.054613543950689084,Not Significant
SMOTENN_0,SMOTENN_1,F1,0.00016278102029110286,33.5,0.6661372044883171,Not Significant
SMOTENN_0,SMOTENN_1,Precision,0.0003876719142950069,32.5,0.6099826797058603,Not Significant
SMOTETomek_0,SMOTETomek_1,Recall,-7.712944332671778e-05,37.5,0.9063293908364868,Not Significant
SMOTETomek_0,SMOTETomek_1,F1,-0.0002688872126966335,33.5,0.6661372044883171,Not Significant
SMOTETomek_0,SMOTETomek_1,Precision,3.2587420861762695e-07,36.5,0.8444601962923157,Not Significant
