Experiment 1,Experiment 2,Metric,Median difference,Statistic,P-value,Interpretation
Baseline,MLCV,Recall,0.0,34.0,0.6884470192363399,Not Significant
Baseline,MLCV,F1,0.0,28.0,0.37227619450417737,Not Significant
Baseline,MLCV,Precision,0.0,30.0,0.4653923881242663,Not Significant
RUS_0,RUS_1,Recall,-0.0005128205128205887,36.5,0.84451926747294,Not Significant
RUS_0,RUS_1,F1,-0.00025351945797158493,25.5,0.2895874244268877,Not Significant
RUS_0,RUS_1,Precision,-0.0003357238664901119,25.5,0.28940186128033996,Not Significant
TomekLinks_0,TomekLinks_1,Recall,0.0,29.5,0.44996064795295154,Not Significant
TomekLinks_0,TomekLinks_1,F1,0.0,22.0,0.17279560666520222,Not Significant
TomekLinks_0,TomekLinks_1,Precision,0.0,22.0,0.17279560666520222,Not Significant
ENN_0,ENN_1,Recall,0.0,31.0,0.5286949867577488,Not Significant
ENN_0,ENN_1,F1,-8.130081300811165e-05,25.0,0.27024482631702895,Not Significant
ENN_0,ENN_1,Precision,-0.0004490258643869427,18.5,0.10508901004329912,Not Significant
NearMiss_0,NearMiss_1,Recall,0.00029761904761899105,21.5,0.16981050508552142,Not Significant
NearMiss_0,NearMiss_1,F1,6.14973405221042e-05,32.5,0.6101201547975077,Not Significant
NearMiss_0,NearMiss_1,Precision,-0.00021145813652662104,25.5,0.28940186128033996,Not Significant
AllKNN_0,AllKNN_1,Recall,0.0,30.0,0.47848006035463064,Not Significant
AllKNN_0,AllKNN_1,F1,0.0,36.0,0.8132388620141389,Not Significant
AllKNN_0,AllKNN_1,Precision,0.0,36.5,0.8433248948770122,Not Significant
IHT_0,IHT_1,Recall,-0.0006227106227104651,30.5,0.5047392591799146,Not Significant
IHT_0,IHT_1,F1,-0.00019918624847325983,29.5,0.4559525241526442,Not Significant
IHT_0,IHT_1,Precision,-0.000776313028545611,26.0,0.30707611289773684,Not Significant
CNN_0,CNN_1,Recall,-5.551115123125783e-17,23.0,0.2076698061244543,Not Significant
CNN_0,CNN_1,F1,0.0,37.0,0.875138580080403,Not Significant
CNN_0,CNN_1,Precision,0.0010081551755199702,12.0,0.033894853524689246,MLCV Significantly Better
NCR_0,NCR_1,Recall,0.0,39.0,1.0,Not Significant
NCR_0,NCR_1,F1,0.0,35.0,0.7527618874278625,Not Significant
NCR_0,NCR_1,Precision,0.0,31.5,0.5532299666570705,Not Significant
Reen_0,Reen_1,Recall,-0.0018273809523811774,14.5,0.05452053182433359,Not Significant
Reen_0,Reen_1,F1,-0.00084109574698088,15.5,0.06515383596058255,Not Significant
Reen_0,Reen_1,Precision,0.0,32.0,0.5823386191013513,Not Significant
OSS_0,OSS_1,Recall,0.0,36.5,0.8424108310645502,Not Significant
OSS_0,OSS_1,F1,0.0,30.5,0.4990683548846472,Not Significant
OSS_0,OSS_1,Precision,0.0,38.5,0.9682827613458866,Not Significant
CC_0,CC_1,Recall,0.00037728937728925827,37.5,0.9063293908364868,Not Significant
CC_0,CC_1,F1,-2.8754969504218852e-05,35.5,0.7836523115344085,Not Significant
CC_0,CC_1,Precision,3.719178977429349e-05,36.5,0.8444601962923157,Not Significant
ROS_0,ROS_1,Recall,-0.0003318903318904054,31.5,0.5562984612747348,Not Significant
ROS_0,ROS_1,F1,-0.00015334597464358724,25.5,0.2895874244268877,Not Significant
ROS_0,ROS_1,Precision,-0.0003086460258490409,23.5,0.22383716469226866,Not Significant
SMOTE_0,SMOTE_1,Recall,0.00013888888888902162,38.5,0.9687124153929956,Not Significant
SMOTE_0,SMOTE_1,F1,0.00045792714434306214,31.5,0.5562984612747348,Not Significant
SMOTE_0,SMOTE_1,Precision,0.0,36.5,0.8444601962923157,Not Significant
BSMOTE_0,BSMOTE_1,Recall,-0.0005339105339106642,26.5,0.3266134340151581,Not Significant
BSMOTE_0,BSMOTE_1,F1,-0.0006453281907553843,14.5,0.054613543950689084,Not Significant
BSMOTE_0,BSMOTE_1,Precision,-0.0007376811812992989,7.5,0.01343541568384909,CV Significantly Better
SVM_0,SVM_1,Recall,-0.000687423687423675,21.5,0.16981050508552142,Not Significant
SVM_0,SVM_1,F1,-0.0007296395048343549,9.5,0.020658377241239013,CV Significantly Better
SVM_0,SVM_1,Precision,-0.001043963292494336,17.5,0.09155570817720989,Not Significant
SMOTENN_0,SMOTENN_1,Recall,-0.0005654761904761996,28.5,0.4099368570460953,Not Significant
SMOTENN_0,SMOTENN_1,F1,-0.00019956350400399114,31.5,0.5561465266861163,Not Significant
SMOTENN_0,SMOTENN_1,Precision,-4.0179009522967046e-05,23.5,0.22383716469226866,Not Significant
SMOTETomek_0,SMOTETomek_1,Recall,-9.19117647060208e-05,30.5,0.5049031767231309,Not Significant
SMOTETomek_0,SMOTETomek_1,F1,0.00023930663098520322,31.5,0.5562984612747348,Not Significant
SMOTETomek_0,SMOTETomek_1,Precision,0.0,38.5,0.9687003809366239,Not Significant
